Orden de gobierno,Clave Ramo,Descripción Ramo,Tipo de Institución,Clave Institución,Siglas de la Institución,Institución,Clave de la UC,Nombre de la UC,Código del expediente,Referencia del expediente,Título del expediente,Partida específica,Ley,Tipo Procedimiento,Artículo de excepción,Descripción excepción,Contrato marco,Compra consolidada,Núm. Proc. Consolidación,Nombre Proc. Consolidación,Tipo Proc. Consolidación,Art. EXC. Proc. Consolidación,Número de procedimiento,Tipo de contratación,Carácter del procedimiento,Forma de participación,La contratación es por Caso fortuito o fuerza mayor,Crédito externo,Organismo financiero,Clave del programa federal,Clave de cartera SHCP,Fecha de publicación,Fecha de apertura,Fecha de fallo,Código del contrato,Núm. del contrato,Título del contrato,Descripción del contrato,Contrato plurianual,Estatus DRC,Fecha de inicio del contrato,Fecha de fin del contrato,Fecha de firma del contrato,Importe DRC,Moneda,Convenio modificatorio,Código Ref. Contrato,Estatus Contrato,Fecha firma contrato,Tipo de contrato,Monto sin imp./mínimo,Monto mínimo con imp.,Monto sin imp./máximo,Monto máximo con imp.,Moneda.1,Convenio modificatorio.1,Código Ref. último convenio,Fecha fin último conv,Monto sin imp./mínimo último conv,Monto mínimo con imp. último conv,Monto sin imp./máximo último conv,Monto máximo con imp. último conv,Fecha firma último conv,rfc,Proveedor o contratista,Folio en el RUPC,País de la empresa,Nacionalidad proveedor o contratista,Proveedor/contratista con auto registro en CompraNet,Estratificación,origen,Dirección del anuncio,Monto_MDP,Fecha_Firma
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000999,DIRECCION GENERAL DE RECURSOS MATERIALES,E-2025-00087289,ADQUISICIÓN DE SÁBANAS Y COBIJAS,ADQUISICIÓN DE SÁBANAS Y COBIJAS,27501,LAASSP,INVITACIÓN A CUANDO MENOS 3 PERSONAS POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,IA-20-411-020000999-N-81-2025,ADQUISICIONES,NACIONAL,ELECTRÓNICA,NO,NO,,,,2025-09-13 03:14:03,2025-10-02 16:00:00,2025-10-07 17:00:00,C-2025-00106541,411.201.FB-SCXC.197/2025,ADQUISICIÓN DE SÁBANAS Y COBIJAS,"SE REQUIERE ADQUIRIR SÁBANAS Y COBIJAS (FRAZADAS) PARA LA OPERACIÓN DEL PROGRAMA DE SALUD CASA POR CASA DE LA SECRETARIA DE BIENESTAR, PARA FORTALECER LA OPERACIÓN DEL PROGRAMA SALUD CASA POR CASA, IMPLEMENTADO POR LA SECRETARÍA DE BIENESTAR, CON EL PROPÓSITO DE ACERCAR LOS SERVICIOS DE ATENCIÓN Y ORIENTACIÓN EN SALUD A LAS PERSONAS BENEFICIARIAS DE LOS PROGRAMAS SOCIALES, ESPECIALMENTE DEL PROGRAMA PARA EL BIENESTAR DE LAS PERSONAS ADULTAS MAYORES Y PROGRAMA PENSIÓN PARA EL BIENESTAR DE LAS PERSONAS CON DISCAPACIDAD, SIN DISTINCIÓN DE AFILIACIÓN A INSTITUCIONES DE SEGURIDAD SOCIAL.",NO,PUBLICADO,08/10/2025,31/12/2025,,2722925.0,MXN,,,,,,,,,,,,,,,,,,,IUM050218I74,IUMSA SA DE CV,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/3a4fb180151348e29cd74f9b308b5c01/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00024268,CON-147-PPAM-21101-001-25,21101.-MATERIALES Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-1-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-03-19 00:22:13,,2025-01-10 00:00:00,C-2025-00024676,CON-147-PPAM-21101-001-25,21101.-MATERIALES Y UTILES DE OFICINA,"ADQUISICION DE M,ATERIALES Y UTILES DE OFICINA",NO,PUBLICADO,10/01/2025,30/01/2025,,77586.21,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/a519298717374c5f8ef1c1593740e32d/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00024268,CON-147-PPAM-21101-001-25,21101.-MATERIALES Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-1-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-03-19 00:22:13,,2025-01-10 00:00:00,C-2025-00024686,CON-147-PPAM-21101-001-25,21101.-MATERIALES Y UTILES DE OFICINA,ADQUISICION DE MATERIALES Y UTILES DE OFICINA,NO,PUBLICADO,10/01/2025,30/01/2025,,43103.45,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/a519298717374c5f8ef1c1593740e32d/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00024853,CON-147-PPAM-21101-002-25,21101.-MATERIALES Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-8-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-03-20 01:36:12,,2025-03-12 00:00:00,C-2025-00025311,CON-147-PPAM-21101-002-25,21101.-MATERIALES Y UTILES DE OFICINA,ADQUISICION DE MATERIALES Y UTILES DE OFICINA,NO,PUBLICADO,12/03/2025,30/03/2025,,155172.41,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4ba48f8edf5e456d919d5919dcbd64ae/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00042423,CON-147-PPAM-21101-016-25,ADQUISICION DE MATERIALES Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-15-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-05-16 22:39:30,,2025-04-24 00:00:00,C-2025-00046397,CON-147-PPAM-21101-016-25,ADQUISICION DE MATERIALES Y UTILES DE OFICINA,"EL PROVEEDOR ACEPTA Y SE OBLIGA A PROPORCIONAR A LA DEPENDENCIA, LA ADQUISICION DE MATERIALES Y UTILES DE OFICINA, EN LOS TERMINOS Y CONDICIONES ESTABLECIDOS EN ESTE CONTRATO Y SU REQUISICION, QUE DORMA PARTE INTEGRANTE DEL MISMO.",SI,PUBLICADO,25/04/2025,30/04/2025,,43103.45,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/149a1c7e9fae44b88f7d83c8b614a434/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00057951,CON-147-PPAM-21101-023-25,ADQUSICION DE ARTICULOS DE PAPELERIA Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-24-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-07-01 23:39:45,,2025-06-18 00:00:00,C-2025-00066085,CON-147-PPAM-21101-023-25,ADQUSICION DE ARTICULOS DE PAPELERIA Y UTILES DE OFICINA,EL PROVEEDOR ACEPTA Y SE OBLIGA A PROPORCIONARA LA DEPENDENCIA LA ADQUISICION DE MATERIALES Y UTILES DE OFICINA EN LOS TERMINOS Y CONDICIONES DEL CONTRATO,NO,PUBLICADO,18/06/2025,30/06/2025,,86206.9,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/ccb2c3495e9b4322ae649ee702ba91cb/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00066073,CON-147-PPAM-21101-028-25,MATERIALES Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-27-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-07-29 18:32:07,,2025-07-21 00:00:00,C-2025-00075724,CON-147-PPAM-21101-028-25,MATERIALES Y UTILES DE OFICINA,EL PROVEEDOR ACEPTA Y SE OBLIGA A PROPORCIONAR A LA DEPENDENCIA LA ADQUISICION DE MATERIALES Y UTILES DE OFICINA EN LOS TERMINOS Y CONDICIONES ESTABLECIDOS EN EL CONTRATO Y SUU REQUISICION.,NO,PUBLICADO,21/07/2025,31/07/2025,,43103.45,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/258e0cedecdb4437bf15e67c5b02bc0a/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00085144,CON-147-PPAM-21101-035-25,ARTICULOS DE PAPELERIA Y UTILES DE OFICINA.,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-35-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-09-04 16:23:24,,2025-08-27 00:00:00,C-2025-00096271,CON-147-PPAM-21101-035-25,ARTICULOS DE PAPELERIA Y UTILES DE OFICINA.,EL PROVEEDOR ACEPTA Y SE OBLIGA A PROPORCIONAR A LA DEPENDENCIA LA ADQUISICION DE MATERIALES Y UTILES DE OFICINA EN LOS TERMINOS Y CONDICIONES ESTABLECIDOS EN EL CONTRATO.,NO,PUBLICADO,27/08/2025,31/08/2025,,43103.45,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/4a1dfd4be7ca4b5e87cfddcf6f5dc081/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000024,"DELEGACION TABASCO, SUBDELEGACION DE ADMINISTRACION",E-2025-00098708,CON-147-PPAM-21101-039-25,ADQUISICION DE ARTICULOS DE PAPELERIA Y UTILES DE OFICINA,21101,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-147-020000024-N-41-2025,ADQUISICIONES,NACIONAL,,OTRO,NO,,,,2025-10-22 20:58:55,,2025-10-03 00:00:00,C-2025-00114323,CON-147-PPAM-21101-039-25,ADQUISICION DE ARTICULOS DE PAPELERIA Y UTILES DE OFICINA,EL PROVEEDOR ACEPTA Y SE OBLIGA A PROPORCIONAR A LA DEPENDENCIA LA ADQUISICION DE MATERIALES Y UTILES DE OFICINA EN LOS TERMINOS Y CONDICIONES ESTABLECIDOS EN EL CONTRATO,NO,PUBLICADO,03/10/2025,31/10/2025,,241379.31,MXN,,,,,,,,,,,,,,,,,,,IUSA6711302LA,ANDRES IZQUIERDO SEGOVIA,,MX,MEXICANA,NO,PEQUEÑA,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/d082c34870a449d89d49b86151ad3373/procedimiento,,
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00021169,ADD/SBTLX/MLIMP/02/2025,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-11-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-03-11 03:55:07,,2025-03-03 00:00:00,C-2025-00020901,ADD/MLIMP/02/2025,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA PARA LA SECRETARÍA DE BIENESTAR EN EL ESTADO DE TLAXCALA,NO,PUBLICADO,03/03/2025,14/03/2025,2025-03-19 19:26:05,86206.9,MXN,NO,2025-A-A-NAC-A-C-20-149-00019075,FORMALIZADO,2025-03-19 19:26:05,Cerrado,86206.9,,100000.0,,MXN,NO,,,86206.9,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/3c232c261d9043a29057571daa9fe7c3/procedimiento,,2025-03-19 19:26:05
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00036125,ADD/SBTLX/IMP/03/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-15-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-04-29 21:47:16,,2025-04-03 00:00:00,C-2025-00039250,ADD/IMP/03/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA SECRETARIA DE BIENESTAR TLAXCALA,NO,PUBLICADO,03/04/2025,30/04/2025,2025-04-30 17:18:00,86206.90000000001,MXN,NO,2025-A-A-NAC-A-C-20-149-00030974,FORMALIZADO,2025-04-30 17:18:00,Cerrado,86206.9,,100000.0,,MXN,NO,,,86206.9,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/fa5e174c8a4a41dfae0126703d05a5df/procedimiento,,2025-04-30 17:18:00
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00036196,ADD/SBTLX/MLIMP/003/2025,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA,21601,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 42 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-16-2025,ADQUISICIONES,NACIONAL,,NO,NO,,,,2025-04-29 22:44:05,,2025-04-03 00:00:00,C-2025-00039278,ADD/MLIMP/03/2025,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA,CONTRATO PARA LA ADQUISICIÓN DE MATERIAL DE LIMPIEZA PARA LA SECRETARÍA DE BIENESTAR EN EL ESTADO DE TLAXCALA,NO,PUBLICADO,03/04/2025,30/04/2025,2025-04-30 17:17:24,43103.45,MXN,NO,2025-A-A-NAC-A-C-20-149-00030966,FORMALIZADO,2025-04-30 17:17:24,Cerrado,43103.45,,50000.0,,MXN,NO,,,43103.45,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/80573fd4839844a38bf382479ea9abcf/procedimiento,,2025-04-30 17:17:24
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00043080,ADD/SBTLX/IMP/004/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-18-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-05-19 23:49:38,,2025-05-05 00:00:00,C-2025-00046731,ADD/IMP/04/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA SECRETARIA DE BIENESTAR TLAXCALA,NO,PUBLICADO,05/05/2025,20/05/2025,2025-05-22 10:56:55,43103.45,MXN,NO,2025-A-A-NAC-A-C-20-149-00038724,FORMALIZADO,2025-05-22 10:56:55,Cerrado,43103.45,,50000.0,,MXN,NO,,,43103.45,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/7c457834d10d4b9fa6eef00e1d21b2ee/procedimiento,,2025-05-22 10:56:55
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00055595,ADD/SBTLX/IMP/05/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-23-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-06-24 04:25:20,,2025-06-16 00:00:00,C-2025-00062654,ADD/IMP/05/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA SECRETARIA DE BIENESTAR TLAXCALA,NO,PUBLICADO,16/06/2025,27/06/2025,2025-06-30 15:19:49,258620.69,MXN,NO,2025-A-A-NAC-A-C-20-149-00052625,FORMALIZADO,2025-06-30 15:19:49,Cerrado,258620.69,,300000.0,,MXN,NO,,,258620.69,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/57165d2402324c65b1039f4e6fb0617b/procedimiento,,2025-06-30 15:19:49
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00064821,ADD/SBTLX/IMP/06/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-28-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-07-24 09:20:59,,2025-07-01 00:00:00,C-2025-00074089,ADD/IMP/06/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA SECRETARIA DE BIENESTAR TLAXCALA,NO,PUBLICADO,01/07/2025,25/07/2025,2025-07-28 14:32:28,86206.90000000001,MXN,NO,2025-A-A-NAC-A-C-20-149-00062636,FORMALIZADO,2025-07-28 14:32:28,Cerrado,86206.9,,100000.0,,MXN,NO,,,86206.9,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/a68a3a1619524a87b0f15bc9814fa534/procedimiento,,2025-07-28 14:32:28
APF,20,BIENESTAR,APF,020000,BIENESTAR,SECRETARIA DE BIENESTAR,020000881,DELEGACION ESTATAL DE PROGRAMAS PARA EL DESARROLLO EN EL ESTADO DE TLAXCALA,E-2025-00064987,ADD/SBTLX/IMP/07/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,33604,LAASSP,ADJUDICACIÓN DIRECTA POR MONTOS MÁXIMOS POR EXCEPCIÓN,ART. 55 PÁRRAFO PRIMERO,"ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS, DENTRO DE LOS MONTOS MÁXIMOS ESTABLECIDOS EN EL PEF.",,NO,,,,,AA-20-149-020000881-N-29-2025,SERVICIOS,NACIONAL,,NO,NO,,,,2025-07-24 21:03:28,,2025-07-01 00:00:00,C-2025-00074299,ADD/IMP/07/2025,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL,CONTRATO PARA LA PRESTACIÓN DEL SERVICIO DE IMPRESIÓN Y ELABORACIÓN DE MATERIAL INFORMATIVO PARA LA SECRETARIA DE BIENESTAR TLAXCALA,NO,PUBLICADO,01/07/2025,28/07/2025,2025-07-28 14:32:00,43103.45,MXN,NO,2025-A-A-NAC-A-C-20-149-00062678,FORMALIZADO,2025-07-28 14:32:00,Cerrado,43103.45,,50000.0,,MXN,NO,,,43103.45,,,,,JAZE800326BB7,ENRIQUE JARILLO ZAMORA,,MX,MEXICANA,NO,MICRO,Compras MX,https://comprasmx.buengobierno.gob.mx/sitiopublico/#/sitiopublico/detalle/f80fee2704094ed6985e3a880e67b115/procedimiento,,2025-07-28 14:32:00
